n anno mese giorno hum_int hum_corrected RH_raw RH_true temp_int temp_corr
23019 2022 12 21 37951.40 8801.090374 1521 49.64 6121 21.61
23020 2022 12 21 37951.40 8801.490739 1521 49.64 6120 21.60
23021 2022 12 21 37952.40 8801.891070 1521 49.64 6121 21.61
23022 2022 12 21 37952.40 8802.291683 1522 49.67 6120 21.60
23023 2022 12 21 37952.40 8802.692294 1522 49.67 6120 21.60
23024 2022 12 21 37953.40 8803.092851 1522 49.67 6120 21.60
23025 2022 12 21 37953.00 8803.093210 1522 49.67 6122 21.62
23026 2022 12 21 37954.00 8803.493442 1522 49.67 6121 21.61
23027 2022 12 21 37954.00 8803.893618 1522 49.67 6120 21.60
23028 2022 12 21 37954.00 8804.293973 1522 49.67 6120 21.60
23029 2022 12 21 37955.00 8804.694368 1522 49.67 6121 21.61
23030 2022 12 21 37955.40 8805.094368 1522 49.67 6120 21.60
23031 2022 12 21 37955.40 8805.494844 1522 49.67 6120 21.60
23032 2022 12 21 37956.40 8805.895292 1522 49.67 6120 21.60
23033 2022 12 21 37956.40 8806.295746 1522 49.67 6122 21.62
23034 2022 12 21 37956.40 8806.696140 1522 49.67 6120 21.60
23035 2022 12 21 37957.40 8807.096667 1522 49.67 6121 21.61
23036 2022 12 21 37957.40 8807.497152 1522 49.67 6121 21.61
23037 2022 12 21 37958.40 8807.897392 1522 49.67 6122 21.62
23038 2022 12 21 37958.40 8808.297883 1522 49.67 6121 21.61
23039 2022 12 21 37958.40 8808.698409 1522 49.67 6120 21.60
23040 2022 12 21 37959.40 8809.098669 1521 49.64 6121 21.61
23041 2022 12 21 37959.40 8809.499207 1522 49.67 6121 21.61
23042 2022 12 21 37960.40 8809.899714 1522 49.67 6121 21.61
23043 2022 12 21 37960.40 8810.300152 1522 49.67 6120 21.60
23044 2022 12 21 37960.40 8810.700703 1521 49.64 6122 21.62
23045 2022 12 21 37961.40 8811.101235 1522 49.67 6121 21.61
23046 2022 12 21 37961.00 8811.101788 1522 49.67 6120 21.60
23047 2022 12 21 37962.00 8811.502300 1521 49.64 6121 21.61
23048 2022 12 21 37962.00 8811.902856 1522 49.67 6121 21.61
23049 2022 12 21 37962.00 8812.303435 1521 49.64 6121 21.61
23050 2022 12 21 37963.00 8812.703865 1521 49.64 6121 21.61
23051 2022 12 21 37963.00 8813.104451 1521 49.64 6121 21.61
23052 2022 12 21 37963.40 8813.504451 1521 49.64 6121 21.61
23053 2022 12 21 37964.40 8813.905082 1520 49.60 6120 21.60
23054 2022 12 21 37964.40 8814.305285 1521 49.64 6121 21.61
23055 2022 12 21 37964.40 8814.705803 1521 49.64 6121 21.61
23056 2022 12 21 37965.40 8815.106402 1521 49.64 6121 21.61
23057 2022 12 21 37965.40 8815.506957 1521 49.64 6121 21.61
23058 2022 12 21 37966.40 8815.907119 1520 49.60 6122 21.62
23059 2022 12 21 37966.40 8816.307748 1521 49.64 6121 21.61
23060 2022 12 21 37966.40 8816.708215 1521 49.64 6122 21.62
23061 2022 12 21 37967.40 8817.108374 1520 49.61 6122 21.62
23062 2022 12 21 37967.40 8817.508972 1520 49.61 6123 21.63
23063 2022 12 21 37968.40 8817.909208 1520 49.61 6122 21.62
23064 2022 12 21 37968.40 8818.309409 1520 49.61 6122 21.62
23065 2022 12 21 37968.40 8818.709786 1520 49.61 6122 21.62
23066 2022 12 21 37969.40 8819.110206 1520 49.61 6122 21.62
23067 2022 12 21 37969.00 8819.110376 1520 49.61 6122 21.62
23068 2022 12 21 37970.00 8819.510808 1520 49.61 6123 21.63
23069 2022 12 21 37970.00 8819.911133 1520 49.61 6123 21.63
23070 2022 12 21 37970.00 8820.311313 1520 49.61 6123 21.63
23071 2022 12 21 37971.00 8820.711778 1520 49.61 6123 21.63
23072 2022 12 21 37971.00 8821.112268 1520 49.61 6122 21.62
23073 2022 12 21 37971.40 8821.512268 1520 49.61 6123 21.63
23074 2022 12 21 37972.40 8821.912477 1520 49.61 6122 21.62
23075 2022 12 21 37972.40 8822.312748 1520 49.61 6122 21.62
23076 2022 12 21 37972.40 8822.713221 1520 49.61 6121 21.61
23077 2022 12 21 37973.40 8823.113461 1520 49.60 6122 21.62
23078 2022 12 21 37973.40 8823.513963 1520 49.61 6121 21.61
23079 2022 12 21 37974.40 8823.914472 1520 49.60 6121 21.61
23080 2022 12 21 37974.40 8824.314924 1520 49.60 6122 21.62
23081 2022 12 21 37974.40 8824.715320 1520 49.61 6122 21.62
23082 2022 12 21 37975.40 8825.115691 1520 49.61 6121 21.61
23083 2022 12 21 37975.40 8825.515957 1520 49.60 6121 21.61
23084 2022 12 21 37976.40 8825.916430 1520 49.60 6121 21.61
23085 2022 12 21 37976.40 8826.316720 1520 49.60 6122 21.62
23086 2022 12 21 37976.40 8826.717267 1520 49.61 6122 21.62
23087 2022 12 21 37977.40 8827.117817 1520 49.61 6122 21.62
23088 2022 12 21 37977.40 8827.518354 1520 49.61 6122 21.62
23089 2022 12 21 37978.00 8827.518946 1520 49.61 6121 21.61
23090 2022 12 21 37978.00 8827.919389 1520 49.60 6121 21.61
23091 2022 12 21 37978.00 8828.319600 1520 49.60 6122 21.62
23092 2022 12 21 37979.00 8828.720221 1520 49.61 6121 21.61
23093 2022 12 21 37979.00 8829.120623 1520 49.60 6122 21.62
23094 2022 12 21 37980.00 8829.520848 1520 49.61 6120 21.60
23095 2022 12 21 37980.00 8829.921055 1519 49.57 6122 21.62
23096 2022 12 21 37980.40 8830.321055 1520 49.61 6122 21.62
23097 2022 12 21 37980.40 8830.721280 1520 49.61 6122 21.62
23098 2022 12 21 37981.40 8831.121482 1519 49.57 6122 21.62
23099 2022 12 21 37981.40 8831.521702 1519 49.57 6122 21.62
23100 2022 12 21 37982.40 8831.921915 1518 49.54 6122 21.62
23101 2022 12 21 37982.40 8832.322134 1518 49.54 6124 21.64
23102 2022 12 21 37982.40 8832.722385 1519 49.58 6123 21.63
23103 2022 12 21 37983.40 8833.122600 1519 49.58 6122 21.62
23104 2022 12 21 37983.40 8833.522868 1519 49.57 6123 21.63
23105 2022 12 21 37984.40 8833.923080 1518 49.54 6122 21.62
23106 2022 12 21 37984.40 8834.323215 1518 49.54 6124 21.64
23107 2022 12 21 37984.40 8834.723439 1518 49.55 6124 21.64
23108 2022 12 21 37985.40 8835.123646 1518 49.55 6123 21.63
23109 2022 12 21 37985.40 8835.523872 1518 49.54 6122 21.62
23110 2022 12 21 37986.40 8835.924104 1518 49.54 6124 21.64
23111 2022 12 21 37986.40 8836.324320 1518 49.55 6124 21.64
23112 2022 12 21 37986.00 8836.324559 1518 49.55 6123 21.63
23113 2022 12 21 37987.00 8836.724782 1518 49.54 6124 21.64
23114 2022 12 21 37987.00 8837.125142 1518 49.55 6124 21.64
23115 2022 12 21 37988.00 8837.525605 1518 49.55 6124 21.64
23116 2022 12 21 37988.00 8837.925835 1518 49.55 6124 21.64
23117 2022 12 21 37988.40 8838.325835 1518 49.55 6124 21.64
23118 2022 12 21 37988.40 8838.726348 1517 49.51 6124 21.64
23119 2022 12 21 37989.40 8839.126717 1518 49.55 6124 21.64
23120 2022 12 21 37989.40 8839.526947 1518 49.55 6124 21.64
23121 2022 12 21 37990.40 8839.927406 1518 49.55 6125 21.65
23122 2022 12 21 37990.40 8840.327774 1518 49.55 6124 21.64
23123 2022 12 21 37990.40 8840.728023 1517 49.51 6124 21.64
23124 2022 12 21 37991.40 8841.128520 1518 49.55 6124 21.64
23125 2022 12 21 37991.40 8841.529034 1517 49.51 6124 21.64
23126 2022 12 21 37992.40 8841.929478 1517 49.51 6125 21.65
23127 2022 12 21 37992.40 8842.329789 1517 49.52 6124 21.64
23128 2022 12 21 37992.40 8842.729994 1517 49.51 6125 21.65
23129 2022 12 21 37993.40 8843.130556 1517 49.52 6125 21.65
23130 2022 12 21 37993.40 8843.531091 1517 49.52 6125 21.65
23131 2022 12 21 37994.40 8843.931291 1517 49.52 6124 21.64
23132 2022 12 21 37994.40 8844.331751 1517 49.51 6124 21.64
23133 2022 12 21 37994.00 8844.332248 1517 49.51 6125 21.65
23134 2022 12 21 37995.00 8844.732455 1517 49.52 6125 21.65
23135 2022 12 21 37995.00 8845.132692 1517 49.52 6125 21.65
23136 2022 12 21 37996.00 8845.533054 1517 49.52 6125 21.65
23137 2022 12 21 37996.00 8845.933530 1517 49.52 6125 21.65
23138 2022 12 21 37996.00 8846.333962 1517 49.52 6126 21.66
23139 2022 12 21 37996.40 8846.733962 1517 49.52 6125 21.65
23140 2022 12 21 37997.40 8847.134566 1517 49.52 6125 21.65
23141 2022 12 21 37997.40 8847.535038 1516 49.48 6124 21.64
23142 2022 12 21 37998.40 8847.935277 1516 49.48 6124 21.64
23143 2022 12 21 37998.40 8848.335713 1517 49.51 6125 21.65
23144 2022 12 21 37998.40 8848.736048 1516 49.48 6126 21.66
23145 2022 12 21 37999.40 8849.136591 1517 49.52 6124 21.64
23146 2022 12 21 37999.40 8849.536906 1517 49.51 6126 21.66
23147 2022 12 21 38000.40 8849.937450 1516 49.49 6125 21.65
23148 2022 12 21 38000.40 8850.337673 1516 49.48 6125 21.65
23149 2022 12 21 38000.40 8850.738210 1516 49.48 6125 21.65
23150 2022 12 21 38001.40 8851.138825 1517 49.52 6126 21.66
23151 2022 12 21 38001.40 8851.539443 1516 49.49 6126 21.66
23152 2022 12 21 38002.40 8851.939756 1516 49.49 6126 21.66
23153 2022 12 21 38002.40 8852.339994 1516 49.49 6124 21.64
23154 2022 12 21 38002.00 8852.340201 1516 49.48 6126 21.66
23155 2022 12 21 38003.00 8852.740404 1516 49.49 6126 21.66
23156 2022 12 21 38003.00 8853.140634 1516 49.49 6124 21.64
23157 2022 12 21 38004.00 8853.541012 1516 49.48 6124 21.64
23158 2022 12 21 38004.00 8853.941423 1516 49.48 6125 21.65
23159 2022 12 21 38004.00 8854.341854 1516 49.48 6126 21.66
23160 2022 12 21 38004.40 8854.741854 1516 49.49 6125 21.65
23161 2022 12 21 38005.40 8855.142275 1516 49.48 6124 21.64
23162 2022 12 21 38005.40 8855.542735 1516 49.48 6125 21.65
23163 2022 12 21 38006.40 8855.943213 1516 49.48 6125 21.65
23164 2022 12 21 38006.40 8856.343635 1516 49.48 6125 21.65
23165 2022 12 21 38006.40 8856.744125 1516 49.48 6125 21.65
23166 2022 12 21 38007.40 8857.144590 1516 49.48 6125 21.65
23167 2022 12 21 38007.40 8857.545032 1516 49.48 6125 21.65
23168 2022 12 21 38008.40 8857.945536 1516 49.48 6124 21.64
23169 2022 12 21 38008.40 8858.346049 1516 49.48 6124 21.64
23170 2022 12 21 38008.40 8858.746572 1516 49.48 6124 21.64
23171 2022 12 21 38009.40 8859.147073 1516 49.48 6125 21.65
23172 2022 12 21 38009.40 8859.547618 1516 49.48 6124 21.64
23173 2022 12 21 38010.40 8859.948151 1516 49.48 6124 21.64
23174 2022 12 21 38010.40 8860.348437 1516 49.48 6124 21.64
23175 2022 12 21 38010.40 8860.748985 1516 49.48 6124 21.64
23176 2022 12 21 38011.00 8860.749547 1516 49.48 6124 21.64
23177 2022 12 21 38011.00 8861.150112 1516 49.48 6125 21.65
23178 2022 12 21 38012.00 8861.550722 1517 49.52 6125 21.65
23179 2022 12 21 38012.00 8861.951258 1517 49.52 6124 21.64
23180 2022 12 21 38012.00 8862.351674 1517 49.51 6124 21.64
23181 2022 12 21 38013.00 8862.752219 1516 49.48 6124 21.64
23182 2022 12 21 38013.40 8863.152219 1517 49.51 6124 21.64
23183 2022 12 21 38013.40 8863.552758 1517 49.51 6124 21.64
23184 2022 12 21 38014.40 8863.953362 1516 49.48 6124 21.64
23185 2022 12 21 38014.40 8864.353982 1517 49.51 6124 21.64
23186 2022 12 21 38014.40 8864.754489 1517 49.51 6124 21.64
23187 2022 12 21 38015.40 8865.155095 1517 49.51 6124 21.64
23188 2022 12 21 38015.40 8865.555661 1517 49.51 6124 21.64
23189 2022 12 21 38016.40 8865.955828 1517 49.51 6124 21.64
23190 2022 12 21 38016.40 8866.356143 1518 49.55 6123 21.63
23191 2022 12 21 38016.40 8866.756386 1517 49.51 6124 21.64
23192 2022 12 21 38017.40 8867.156539 1517 49.51 6124 21.64
23193 2022 12 21 38017.40 8867.556883 1517 49.51 6124 21.64
23194 2022 12 21 38018.40 8867.957249 1517 49.51 6124 21.64
23195 2022 12 21 38018.40 8868.357703 1517 49.51 6124 21.64
23196 2022 12 21 38018.40 8868.758153 1518 49.55 6124 21.64
23197 2022 12 21 38019.40 8869.158629 1517 49.51 6125 21.65
23198 2022 12 21 38019.00 8869.158795 1517 49.52 6124 21.64
23199 2022 12 21 38020.00 8869.559117 1517 49.51 6126 21.66
23200 2022 12 21 38020.00 8869.959625 1518 49.55 6124 21.64
23201 2022 12 21 38020.00 8870.360120 1518 49.55 6124 21.64
23202 2022 12 21 38021.00 8870.760473 1517 49.51 6124 21.64
23203 2022 12 21 38021.00 8871.160993 1517 49.51 6124 21.64
23204 2022 12 21 38021.40 8871.560993 1517 49.51 6124 21.64
23205 2022 12 21 38022.40 8871.961532 1517 49.51 6124 21.64
23206 2022 12 21 38022.40 8872.361990 1517 49.51 6124 21.64
23207 2022 12 21 38022.40 8872.762518 1516 49.48 6125 21.65
23208 2022 12 21 38023.40 8873.162991 1516 49.48 6124 21.64
23209 2022 12 21 38023.40 8873.563532 1517 49.51 6125 21.65
23210 2022 12 21 38024.40 8873.963953 1517 49.52 6124 21.64
23211 2022 12 21 38024.40 8874.364503 1517 49.51 6125 21.65
23212 2022 12 21 38024.40 8874.765070 1517 49.52 6125 21.65
23213 2022 12 21 38025.40 8875.165592 1517 49.52 6124 21.64
23214 2022 12 21 38025.40 8875.566197 1517 49.51 6125 21.65
23215 2022 12 21 38026.40 8875.966422 1517 49.52 6124 21.64
23216 2022 12 21 38026.40 8876.367009 1517 49.51 6125 21.65
23217 2022 12 21 38026.40 8876.767235 1517 49.52 6124 21.64
23218 2022 12 21 38027.40 8877.167455 1517 49.51 6125 21.65
23219 2022 12 21 38027.40 8877.568004 1518 49.55 6125 21.65
23220 2022 12 21 38028.00 8877.568635 1517 49.52 6125 21.65
23221 2022 12 21 38028.00 8877.969212 1518 49.55 6125 21.65
23222 2022 12 21 38028.00 8878.369529 1518 49.55 6126 21.66
23223 2022 12 21 38029.00 8878.770145 1518 49.55 6126 21.66
23224 2022 12 21 38029.00 8879.170720 1517 49.52 6126 21.66
23225 2022 12 21 38030.00 8879.571333 1517 49.52 6126 21.66
23226 2022 12 21 38030.40 8879.971333 1518 49.55 6125 21.65
23227 2022 12 21 38030.40 8880.371546 1518 49.55 6127 21.67
23228 2022 12 21 38030.40 8880.771718 1518 49.55 6126 21.66
23229 2022 12 21 38031.40 8881.171948 1518 49.55 6126 21.66
23230 2022 12 21 38031.40 8881.572334 1518 49.55 6126 21.66
23231 2022 12 21 38032.40 8881.972740 1518 49.55 6126 21.66
23232 2022 12 21 38032.40 8882.373193 1518 49.55 6125 21.65
23233 2022 12 21 38032.40 8882.773611 1518 49.55 6126 21.66
23234 2022 12 21 38033.40 8883.174072 1518 49.55 6126 21.66
23235 2022 12 21 38033.40 8883.574542 1518 49.55 6125 21.65
23236 2022 12 21 38034.40 8883.975018 1518 49.55 6125 21.65
23237 2022 12 21 38034.40 8884.375412 1518 49.55 6126 21.66
23238 2022 12 21 38034.40 8884.775910 1518 49.55 6126 21.66
23239 2022 12 21 38035.40 8885.176360 1518 49.55 6126 21.66
23240 2022 12 21 38035.40 8885.576920 1518 49.55 6127 21.67
23241 2022 12 21 38036.00 8885.577197 1518 49.55 6126 21.66
23242 2022 12 21 38036.00 8885.977704 1518 49.55 6126 21.66
23243 2022 12 21 38036.00 8886.378185 1518 49.55 6126 21.66
23244 2022 12 21 38037.00 8886.778707 1518 49.55 6126 21.66
23245 2022 12 21 38037.00 8887.179241 1518 49.55 6126 21.66
23246 2022 12 21 38038.00 8887.579709 1518 49.55 6127 21.67
23247 2022 12 21 38038.40 8887.979709 1518 49.55 6127 21.67
23248 2022 12 21 38038.40 8888.380275 1518 49.55 6128 21.68
23249 2022 12 21 38038.40 8888.780839 1518 49.55 6128 21.68
23250 2022 12 21 38039.40 8889.181409 1518 49.55 6128 21.68
23251 2022 12 21 38039.40 8889.581924 1518 49.55 6128 21.68
23252 2022 12 21 38040.40 8889.982144 1518 49.55 6128 21.68
23253 2022 12 21 38040.40 8890.382357 1518 49.55 6129 21.69
23254 2022 12 21 38040.40 8890.782563 1517 49.52 6129 21.69
23255 2022 12 21 38041.40 8891.182762 1517 49.52 6128 21.68
23256 2022 12 21 38041.40 8891.582912 1517 49.52 6128 21.68
23257 2022 12 21 38042.40 8891.983112 1517 49.52 6128 21.68
23258 2022 12 21 38042.40 8892.383348 1516 49.49 6129 21.69
23259 2022 12 21 38042.40 8892.783512 1516 49.49 6129 21.69
23260 2022 12 21 38043.40 8893.183734 1516 49.49 6129 21.69
23261 2022 12 21 38043.40 8893.583955 1516 49.49 6128 21.68
23262 2022 12 21 38044.40 8893.984125 1516 49.49 6128 21.68
23263 2022 12 21 38044.00 8893.984383 1516 49.49 6127 21.67
23264 2022 12 21 38044.00 8894.384614 1516 49.49 6128 21.68
23265 2022 12 21 38045.00 8894.784792 1515 49.46 6128 21.68
23266 2022 12 21 38045.00 8895.185244 1516 49.49 6128 21.68
23267 2022 12 21 38046.00 8895.585573 1516 49.49 6128 21.68
23268 2022 12 21 38046.00 8895.985763 1516 49.49 6128 21.68
23269 2022 12 21 38046.40 8896.385763 1516 49.49 6128 21.68
23270 2022 12 21 38046.40 8896.786307 1515 49.46 6128 21.68
23271 2022 12 21 38047.40 8897.186606 1516 49.49 6128 21.68
23272 2022 12 21 38047.40 8897.587020 1515 49.46 6128 21.68
23273 2022 12 21 38048.40 8897.987219 1516 49.49 6128 21.68
23274 2022 12 21 38048.40 8898.387456 1515 49.46 6126 21.66
23275 2022 12 21 38048.40 8898.787770 1516 49.49 6127 21.67
23276 2022 12 21 38049.40 8899.188010 1515 49.45 6126 21.66
23277 2022 12 21 38049.40 8899.588434 1515 49.45 6126 21.66
23278 2022 12 21 38050.40 8899.988732 1515 49.45 6126 21.66
23279 2022 12 21 38050.40 8900.388968 1515 49.45 6126 21.66
23280 2022 12 21 38050.40 8900.789242 1514 49.42 6125 21.65
23281 2022 12 21 38051.40 8901.189646 1515 49.45 6125 21.65
23282 2022 12 21 38051.40 8901.589882 1514 49.42 6125 21.65
23283 2022 12 21 38052.40 8901.990347 1514 49.42 6125 21.65
23284 2022 12 21 38052.00 8902.391245 1515 49.45 6124 21.64
23285 2022 12 21 38053.00 8902.791743 1515 49.45 6124 21.64
23286 2022 12 21 38053.00 8903.192236 1515 49.45 6125 21.65
23287 2022 12 21 38054.00 8903.592746 1515 49.45 6124 21.64
23288 2022 12 21 38054.00 8903.993259 1515 49.45 6124 21.64
23289 2022 12 21 38054.00 8904.393680 1516 49.48 6124 21.64
23290 2022 12 21 38054.40 8904.793680 1515 49.45 6124 21.64
23291 2022 12 21 38055.40 8905.194226 1516 49.48 6124 21.64
23292 2022 12 21 38055.40 8905.594760 1515 49.45 6124 21.64
23293 2022 12 21 38056.40 8905.995217 1515 49.45 6124 21.64
23294 2022 12 21 38056.40 8906.395692 1516 49.48 6124 21.64
23295 2022 12 21 38056.40 8906.796099 1515 49.45 6124 21.64
23296 2022 12 21 38057.40 8907.196673 1515 49.45 6125 21.65
23297 2022 12 21 38057.40 8907.597194 1515 49.45 6124 21.64
23298 2022 12 21 38058.40 8907.997411 1515 49.45 6124 21.64
23299 2022 12 21 38058.40 8908.397818 1515 49.45 6126 21.66
23300 2022 12 21 38058.40 8908.798259 1515 49.45 6125 21.65
23301 2022 12 21 38059.40 8909.198445 1515 49.45 6125 21.65
23302 2022 12 21 38059.40 8909.598616 1515 49.45 6126 21.66
23303 2022 12 21 38060.40 8909.998793 1515 49.45 6126 21.66
23304 2022 12 21 38060.40 8910.399011 1516 49.49 6125 21.65
23305 2022 12 21 38060.40 8910.799242 1515 49.45 6126 21.66
23306 2022 12 21 38061.00 8910.799463 1515 49.45 6126 21.66
23307 2022 12 21 38061.00 8911.199683 1514 49.42 6126 21.66
23308 2022 12 21 38062.00 8911.599954 1514 49.42 6127 21.67
23309 2022 12 21 38062.00 8912.000194 1514 49.42 6126 21.66
23310 2022 12 21 38062.00 8912.400414 1514 49.42 6126 21.66
23311 2022 12 21 38063.00 8912.800638 1514 49.42 6126 21.66
23312 2022 12 21 38063.40 8913.200638 1514 49.42 6128 21.68
23313 2022 12 21 38063.40 8913.600908 1514 49.42 6127 21.67
23314 2022 12 21 38064.40 8914.001128 1514 49.42 6127 21.67
23315 2022 12 21 38064.40 8914.401509 1514 49.42 6128 21.68
23316 2022 12 21 38064.40 8914.801773 1514 49.42 6128 21.68
23317 2022 12 21 38065.40 8915.202000 1514 49.42 6128 21.68
23318 2022 12 21 38065.40 8915.602510 1514 49.42 6128 21.68
23319 2022 12 21 38066.40 8916.002746 1514 49.42 6129 21.69
23320 2022 12 21 38066.40 8916.403075 1514 49.43 6128 21.68
23321 2022 12 21 38066.40 8916.803304 1514 49.42 6128 21.68
23322 2022 12 21 38067.40 8917.203678 1514 49.42 6128 21.68
23323 2022 12 21 38067.40 8917.604101 1514 49.42 6128 21.68
23324 2022 12 21 38068.40 8918.004523 1514 49.42 6128 21.68
23325 2022 12 21 38068.40 8918.404698 1515 49.46 6128 21.68
23326 2022 12 21 38068.40 8918.805103 1514 49.42 6128 21.68
23327 2022 12 21 38069.00 8918.805595 1514 49.42 6127 21.67
23328 2022 12 21 38069.00 8919.206076 1514 49.42 6128 21.68
23329 2022 12 21 38070.00 8919.606562 1515 49.46 6128 21.68
23330 2022 12 21 38070.00 8920.007057 1515 49.46 6128 21.68
23331 2022 12 21 38070.00 8920.407563 1515 49.46 6127 21.67
23332 2022 12 21 38071.00 8920.808084 1515 49.45 6127 21.67
23333 2022 12 21 38071.40 8921.208084 1516 49.49 6128 21.68
23334 2022 12 21 38071.40 8921.608679 1516 49.49 6127 21.67
23335 2022 12 21 38072.40 8922.009220 1516 49.49 6126 21.66
23336 2022 12 21 38072.40 8922.409749 1516 49.49 6126 21.66
23337 2022 12 21 38072.40 8922.810118 1516 49.49 6128 21.68
23338 2022 12 21 38073.40 8923.210582 1516 49.49 6127 21.67
23339 2022 12 21 38073.40 8923.611135 1517 49.52 6127 21.67
23340 2022 12 21 38074.40 8924.011370 1517 49.52 6127 21.67
23341 2022 12 21 38074.40 8924.411896 1518 49.55 6126 21.66
23342 2022 12 21 38074.40 8924.812466 1518 49.55 6126 21.66
23343 2022 12 21 38075.40 8925.213046 1518 49.55 6127 21.67
23344 2022 12 21 38075.40 8925.613648 1518 49.55 6126 21.66
23345 2022 12 21 38076.40 8926.014242 1518 49.55 6126 21.66
23346 2022 12 21 38076.40 8926.414846 1518 49.55 6126 21.66
23347 2022 12 21 38076.40 8926.815458 1518 49.55 6126 21.66
23348 2022 12 21 38077.40 8927.216066 1518 49.55 6126 21.66
23349 2022 12 21 38077.00 8927.216687 1518 49.55 6126 21.66
23350 2022 12 21 38078.00 8927.617091 1518 49.55 6126 21.66
23351 2022 12 21 38078.00 8928.017322 1518 49.55 6126 21.66
23352 2022 12 21 38078.00 8928.417960 1518 49.55 6125 21.65
23353 2022 12 21 38079.00 8928.818352 1518 49.55 6125 21.65
23354 2022 12 21 38079.40 8929.218352 1518 49.55 6126 21.66
23355 2022 12 21 38079.40 8929.618559 1518 49.55 6126 21.66
23356 2022 12 21 38080.40 8930.018922 1518 49.55 6126 21.66
23357 2022 12 21 38080.40 8930.419267 1518 49.55 6126 21.66
23358 2022 12 21 38081.40 8930.819695 1518 49.55 6126 21.66
23359 2022 12 21 38081.40 8931.220083 1518 49.55 6125 21.65
23360 2022 12 21 38081.40 8931.620538 1518 49.55 6125 21.65
23361 2022 12 21 38082.40 8932.021000 1518 49.55 6125 21.65
23362 2022 12 21 38082.40 8932.421416 1518 49.55 6125 21.65
23363 2022 12 21 38083.40 8932.821668 1518 49.55 6124 21.64
23364 2022 12 21 38083.40 8933.222125 1518 49.55 6125 21.65
23365 2022 12 21 38083.40 8933.622648 1518 49.55 6125 21.65
23366 2022 12 21 38084.40 8934.023097 1517 49.52 6124 21.64
23367 2022 12 21 38084.40 8934.423573 1518 49.55 6125 21.65
23368 2022 12 21 38085.40 8934.824024 1518 49.55 6124 21.64
23369 2022 12 21 38085.40 8935.224534 1518 49.55 6125 21.65
23370 2022 12 21 38085.00 8935.224946 1518 49.55 6124 21.64
23371 2022 12 21 38086.00 8935.625265 1518 49.55 6124 21.64
23372 2022 12 21 38086.00 8936.025811 1518 49.55 6124 21.64
23373 2022 12 21 38087.00 8936.426247 1518 49.55 6124 21.64
23374 2022 12 21 38087.00 8936.826793 1517 49.51 6125 21.65
23375 2022 12 21 38087.00 8937.227289 1517 49.52 6125 21.65
23376 2022 12 21 38087.40 8937.627289 1517 49.52 6125 21.65
23377 2022 12 21 38088.40 8938.027567 1517 49.52 6125 21.65
23378 2022 12 21 38088.40 8938.427777 1517 49.52 6124 21.64
23379 2022 12 21 38089.40 8938.828146 1516 49.48 6124 21.64
23380 2022 12 21 38089.40 8939.228383 1517 49.51 6124 21.64
23381 2022 12 21 38089.40 8939.628791 1517 49.51 6125 21.65
23382 2022 12 21 38090.40 8940.029158 1516 49.48 6125 21.65
23383 2022 12 21 38090.40 8940.429553 1516 49.48 6124 21.64
23384 2022 12 21 38091.40 8940.829947 1516 49.48 6126 21.66
23385 2022 12 21 38091.40 8941.230412 1516 49.49 6124 21.64
23386 2022 12 21 38091.40 8941.630570 1517 49.51 6124 21.64
23387 2022 12 21 38092.40 8942.030979 1516 49.48 6124 21.64
23388 2022 12 21 38092.40 8942.431209 1516 49.48 6125 21.65
23389 2022 12 21 38093.40 8942.831361 1516 49.48 6125 21.65
23390 2022 12 21 38093.40 8943.231844 1516 49.48 6124 21.64
23391 2022 12 21 38093.40 8943.632347 1517 49.51 6124 21.64
23392 2022 12 21 38094.00 8944.032695 1516 49.48 6125 21.65
23393 2022 12 21 38095.00 8944.433129 1516 49.48 6126 21.66
23394 2022 12 21 38095.00 8944.833601 1516 49.49 6125 21.65
23395 2022 12 21 38095.00 8945.233806 1516 49.48 6124 21.64
23396 2022 12 21 38096.00 8945.633966 1516 49.48 6125 21.65
23397 2022 12 21 38096.40 8946.033966 1516 49.48 6126 21.66
23398 2022 12 21 38096.40 8946.434356 1516 49.49 6126 21.66
23399 2022 12 21 38097.40 8946.834554 1516 49.49 6126 21.66
23400 2022 12 21 38097.40 8947.234958 1516 49.49 6125 21.65
23401 2022 12 21 38097.40 8947.635334 1516 49.48 6125 21.65
23402 2022 12 21 38098.40 8948.035528 1516 49.48 6126 21.66
23403 2022 12 21 38098.40 8948.435982 1517 49.52 6125 21.65
23404 2022 12 21 38099.40 8948.836389 1516 49.48 6125 21.65
23405 2022 12 21 38099.40 8949.236556 1516 49.48 6125 21.65
23406 2022 12 21 38099.40 8949.636871 1516 49.48 6126 21.66
23407 2022 12 21 38100.40 8950.037089 1516 49.49 6125 21.65
23408 2022 12 21 38100.40 8950.437296 1516 49.48 6126 21.66
23409 2022 12 21 38101.40 8950.837475 1516 49.49 6125 21.65
23410 2022 12 21 38101.40 8951.237685 1516 49.48 6124 21.64
23411 2022 12 21 38101.40 8951.637907 1516 49.48 6124 21.64
23412 2022 12 21 38102.40 8952.038138 1516 49.48 6126 21.66
23413 2022 12 21 38102.00 8952.038387 1516 49.49 6125 21.65
23414 2022 12 21 38103.00 8952.438607 1516 49.48 6125 21.65
23415 2022 12 21 38103.00 8952.838830 1516 49.48 6125 21.65
23416 2022 12 21 38103.00 8953.239046 1516 49.48 6125 21.65
